,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,course,G_mean,social_economic_score,social_class
435,GP,F,16,1,LE3,T,0,0,1,1,home,mother,1,2,0,no,yes,no,yes,no,yes,1,yes,3,3,3,1,2,3,16,11,11,10,portuguese,10.666666666666666,5,higher_economic_class
436,GP,M,15,1,LE3,T,1,1,1,1,home,other,1,1,0,no,yes,no,no,no,yes,1,yes,5,4,3,2,4,5,8,10,11,11,portuguese,10.666666666666666,7,higher_economic_class
437,GP,M,15,1,GT3,T,1,1,1,1,course,father,1,2,0,no,yes,no,yes,yes,yes,1,no,4,3,3,1,1,5,0,14,15,15,portuguese,14.666666666666666,7,higher_economic_class
438,GP,M,15,1,GT3,T,0,0,1,1,course,father,1,1,0,yes,yes,no,no,yes,yes,1,no,5,4,1,1,1,1,0,9,10,10,portuguese,9.666666666666666,5,higher_economic_class
439,GP,F,16,1,LE3,T,0,0,1,0,course,father,1,2,1,yes,no,no,yes,yes,yes,1,no,4,3,3,2,2,5,14,10,11,11,portuguese,10.666666666666666,4,higher_economic_class
440,GP,F,15,1,LE3,A,1,1,1,1,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,1,yes,5,2,2,1,1,5,4,10,11,11,portuguese,10.666666666666666,7,higher_economic_class
441,GP,F,16,1,LE3,A,1,1,1,1,home,mother,1,2,0,no,yes,no,no,yes,yes,1,no,2,3,5,1,4,3,6,13,12,13,portuguese,12.666666666666666,7,higher_economic_class
442,GP,M,16,1,GT3,T,1,1,1,1,reputation,mother,1,4,0,no,no,no,yes,yes,yes,1,no,4,2,2,1,1,2,2,17,17,17,portuguese,17.0,7,higher_economic_class
443,GP,M,15,1,GT3,T,1,0,1,1,home,mother,1,2,0,no,yes,no,no,yes,yes,0,no,4,3,3,2,2,5,4,11,12,13,portuguese,12.0,5,higher_economic_class
444,GP,F,15,1,GT3,T,1,1,1,1,other,father,1,2,0,yes,yes,no,yes,no,yes,1,no,4,4,4,1,1,3,2,13,12,12,portuguese,12.333333333333334,7,higher_economic_class
445,GP,F,16,1,LE3,T,0,0,1,1,course,mother,0,2,0,no,yes,no,no,yes,yes,1,no,4,3,3,2,3,4,0,14,13,13,portuguese,13.333333333333334,4,higher_economic_class
446,GP,F,15,1,LE3,T,1,0,1,1,other,mother,1,2,0,no,yes,no,no,yes,yes,1,no,4,3,3,1,1,5,0,16,14,16,portuguese,15.333333333333334,6,higher_economic_class
447,GP,M,15,1,LE3,A,1,0,1,1,other,father,1,1,0,no,no,no,no,yes,yes,0,no,5,5,5,3,4,5,4,10,9,9,portuguese,9.333333333333334,5,higher_economic_class
448,GP,F,15,1,GT3,T,1,1,1,1,course,mother,1,1,0,yes,yes,no,no,yes,yes,1,no,3,3,4,2,3,5,0,13,12,12,portuguese,12.333333333333334,7,higher_economic_class
449,GP,F,15,1,LE3,A,1,1,1,1,other,mother,1,1,0,no,no,no,no,yes,yes,1,no,5,3,4,4,4,1,0,13,12,13,portuguese,12.666666666666666,7,higher_economic_class
450,GP,F,16,1,GT3,A,0,0,1,1,other,mother,1,2,0,no,no,no,yes,yes,yes,1,yes,5,3,4,1,1,2,2,12,13,12,portuguese,12.333333333333334,5,higher_economic_class
451,GP,F,15,1,GT3,A,1,1,1,1,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,1,no,4,3,2,1,1,1,0,15,14,15,portuguese,14.666666666666666,7,higher_economic_class
452,GP,M,15,1,GT3,T,1,1,1,1,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,0,no,3,2,2,1,1,5,8,15,15,16,portuguese,15.333333333333334,6,higher_economic_class
453,GP,M,15,1,LE3,T,0,0,1,0,home,father,1,2,0,yes,yes,no,yes,yes,yes,1,no,4,3,2,1,1,5,0,14,13,14,portuguese,13.666666666666666,4,higher_economic_class
454,GP,F,16,1,GT3,T,1,0,1,1,course,mother,1,2,0,no,yes,yes,no,yes,yes,1,no,4,2,3,1,1,5,2,16,15,16,portuguese,15.666666666666666,6,higher_economic_class
455,GP,F,16,0,GT3,T,1,1,1,1,other,mother,1,2,0,no,yes,no,yes,yes,yes,0,no,2,4,4,2,3,4,0,17,16,16,portuguese,16.333333333333332,5,higher_economic_class
456,GP,F,16,1,GT3,T,0,0,1,1,course,father,0,1,0,yes,yes,no,yes,no,yes,1,yes,5,5,5,5,5,5,0,10,10,16,portuguese,12.0,4,higher_economic_class
457,GP,F,16,1,LE3,T,0,0,1,1,reputation,father,1,2,0,yes,no,no,yes,yes,yes,1,no,4,4,3,1,1,1,0,13,13,10,portuguese,12.0,5,higher_economic_class
458,GP,F,16,1,GT3,T,1,1,1,1,home,mother,1,3,0,yes,yes,no,yes,yes,yes,1,no,3,4,4,2,4,4,0,14,13,13,portuguese,13.333333333333334,7,higher_economic_class
459,GP,F,15,1,LE3,T,1,1,1,1,reputation,father,1,2,0,yes,no,no,yes,yes,yes,1,yes,4,4,4,2,4,2,0,13,12,12,portuguese,12.333333333333334,7,higher_economic_class
460,GP,F,16,1,LE3,T,1,1,1,1,course,mother,0,2,0,no,yes,no,yes,yes,yes,1,no,5,4,3,1,2,1,2,16,15,16,portuguese,15.666666666666666,6,higher_economic_class
461,GP,M,15,1,GT3,A,1,1,1,1,reputation,mother,1,4,0,no,yes,no,yes,no,yes,1,yes,1,3,3,5,5,3,0,11,12,12,portuguese,11.666666666666666,7,higher_economic_class
462,GP,F,16,1,GT3,T,1,0,1,1,course,mother,1,4,0,yes,yes,no,no,yes,yes,1,no,4,3,3,1,2,5,0,10,9,10,portuguese,9.666666666666666,6,higher_economic_class
463,GP,F,15,0,LE3,T,0,0,1,1,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,1,no,4,1,3,1,3,4,0,11,10,11,portuguese,10.666666666666666,4,higher_economic_class
464,GP,F,15,0,LE3,T,1,0,1,1,reputation,father,1,4,0,no,yes,no,no,no,yes,1,no,4,4,2,2,3,3,6,15,15,15,portuguese,15.0,5,higher_economic_class
465,GP,M,16,1,GT3,T,1,0,1,1,reputation,father,1,4,0,no,yes,no,no,yes,yes,1,no,4,3,2,1,1,5,2,13,11,11,portuguese,11.666666666666666,6,higher_economic_class
466,GP,M,15,1,GT3,T,1,0,1,1,course,mother,1,4,0,no,no,no,no,yes,yes,1,no,3,3,3,1,1,3,0,11,9,10,portuguese,10.0,6,higher_economic_class
467,GP,F,15,0,GT3,T,0,0,1,1,reputation,mother,1,2,0,yes,yes,no,no,no,yes,1,yes,3,3,4,2,4,5,2,13,11,11,portuguese,11.666666666666666,4,higher_economic_class
468,GP,M,16,1,GT3,T,1,0,1,1,reputation,mother,1,1,0,no,no,no,yes,yes,yes,0,no,5,3,2,2,2,5,0,13,13,14,portuguese,13.333333333333334,5,higher_economic_class
469,GP,F,16,1,GT3,T,1,1,1,1,home,mother,1,2,0,yes,yes,no,yes,yes,yes,1,no,4,3,3,2,4,5,4,11,11,11,portuguese,11.0,7,higher_economic_class
470,GP,M,15,1,GT3,T,1,1,1,1,home,mother,1,2,0,no,yes,no,yes,yes,yes,1,no,4,3,3,2,3,5,0,11,11,11,portuguese,11.0,7,higher_economic_class
471,GP,M,15,1,GT3,T,1,0,1,1,course,mother,1,4,0,no,no,no,yes,yes,yes,1,no,3,4,3,1,1,1,0,12,11,11,portuguese,11.333333333333334,6,higher_economic_class
472,GP,F,16,1,GT3,T,0,0,1,1,reputation,mother,1,4,0,no,no,no,no,yes,yes,1,yes,5,2,3,1,3,3,1,13,13,13,portuguese,13.0,5,higher_economic_class
473,GP,M,17,1,GT3,T,0,0,1,1,home,mother,1,1,3,yes,yes,no,yes,yes,no,1,no,4,5,1,1,1,3,0,9,9,10,portuguese,9.333333333333334,5,higher_economic_class
474,GP,F,16,1,GT3,T,1,1,0,1,course,mother,1,2,0,no,yes,no,no,yes,yes,1,no,2,4,3,1,2,3,14,12,11,11,portuguese,11.333333333333334,6,higher_economic_class
475,GP,M,15,1,GT3,T,0,1,1,1,course,father,1,1,0,yes,yes,no,yes,no,yes,1,yes,3,2,2,1,3,3,0,11,11,12,portuguese,11.333333333333334,6,higher_economic_class
476,GP,M,15,1,GT3,T,0,1,1,1,home,mother,1,3,0,yes,no,no,no,no,yes,1,no,5,3,2,1,2,5,2,10,9,9,portuguese,9.333333333333334,6,higher_economic_class
477,GP,F,15,1,LE3,T,1,0,1,1,reputation,mother,1,2,0,no,yes,no,no,yes,yes,1,no,4,4,4,1,1,5,4,12,11,11,portuguese,11.333333333333334,6,higher_economic_class
478,GP,M,15,1,LE3,T,0,0,1,1,home,mother,1,2,0,no,no,yes,yes,yes,yes,1,no,5,3,3,1,3,4,2,13,12,13,portuguese,12.666666666666666,5,higher_economic_class
479,GP,F,15,1,GT3,T,0,0,1,1,home,father,1,2,0,no,yes,no,yes,no,yes,1,no,4,3,2,2,3,4,2,13,12,12,portuguese,12.333333333333334,5,higher_economic_class
480,GP,F,15,1,GT3,T,1,1,1,1,reputation,father,1,2,0,no,no,no,no,yes,yes,1,yes,4,4,4,2,3,5,4,12,11,12,portuguese,11.666666666666666,7,higher_economic_class
481,GP,F,16,1,LE3,T,0,0,0,1,course,mother,1,2,0,no,yes,no,no,yes,yes,0,no,4,3,4,1,2,2,6,13,11,11,portuguese,11.666666666666666,3,lower_economic_class
482,GP,F,15,1,GT3,T,1,0,1,1,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,1,no,5,3,3,1,3,1,4,15,15,15,portuguese,15.0,6,higher_economic_class
483,GP,M,16,1,GT3,T,0,0,1,1,reputation,father,1,2,0,no,no,no,yes,no,yes,1,no,4,4,2,1,1,3,6,12,10,11,portuguese,11.0,5,higher_economic_class
484,GP,M,16,1,LE3,A,1,1,1,1,reputation,mother,1,2,0,no,yes,no,no,yes,yes,0,no,4,1,3,3,5,5,6,9,9,10,portuguese,9.333333333333334,6,higher_economic_class
485,GP,F,16,1,GT3,T,1,1,1,1,home,mother,1,3,0,no,yes,no,no,yes,yes,1,yes,4,3,3,1,3,4,2,9,11,11,portuguese,10.333333333333334,7,higher_economic_class
486,GP,F,15,1,GT3,T,1,1,1,1,reputation,mother,1,1,0,no,no,no,yes,yes,yes,1,no,4,5,5,1,3,1,6,14,13,13,portuguese,13.333333333333334,7,higher_economic_class
487,GP,F,16,1,LE3,T,1,0,1,1,home,father,1,2,0,yes,yes,no,no,yes,yes,0,no,3,3,3,2,3,2,0,12,13,12,portuguese,12.333333333333334,5,higher_economic_class
488,GP,F,16,1,GT3,T,1,0,1,1,home,mother,1,2,0,no,yes,no,yes,yes,yes,1,no,5,3,3,1,1,1,2,13,14,14,portuguese,13.666666666666666,6,higher_economic_class
489,GP,M,15,1,LE3,T,0,0,1,1,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,1,no,4,3,4,1,1,4,2,11,12,12,portuguese,11.666666666666666,5,higher_economic_class
490,GP,F,15,0,GT3,T,0,0,0,1,home,mother,1,4,0,yes,yes,yes,yes,yes,yes,1,no,3,1,2,1,1,1,4,13,13,13,portuguese,13.0,3,lower_economic_class
491,GP,M,16,0,GT3,T,1,1,1,1,reputation,mother,1,1,0,yes,yes,yes,yes,no,yes,1,no,3,3,3,1,1,4,6,9,11,11,portuguese,10.333333333333334,6,higher_economic_class
492,GP,F,16,1,GT3,T,0,0,1,1,course,mother,1,2,0,no,yes,no,no,yes,yes,0,yes,4,3,5,1,1,5,0,13,12,12,portuguese,12.333333333333334,4,higher_economic_class
493,GP,F,16,1,GT3,T,1,1,1,1,reputation,mother,1,1,0,no,no,no,yes,no,yes,1,no,5,3,4,1,2,1,4,12,13,13,portuguese,12.666666666666666,7,higher_economic_class
494,GP,F,16,1,GT3,T,1,1,1,0,course,mother,1,3,0,yes,yes,no,no,yes,yes,1,no,5,3,5,1,1,3,2,12,13,13,portuguese,12.666666666666666,6,higher_economic_class
495,GP,M,16,1,GT3,T,1,1,1,1,other,mother,1,1,0,yes,yes,no,yes,yes,yes,1,no,4,5,5,5,5,4,12,9,9,8,portuguese,8.666666666666666,7,higher_economic_class
496,GP,M,16,1,GT3,T,1,1,1,1,other,father,1,3,0,no,yes,no,yes,yes,yes,1,yes,4,4,3,1,1,4,0,16,16,16,portuguese,16.0,7,higher_economic_class
497,GP,M,15,1,GT3,T,1,1,1,1,course,mother,1,1,0,no,yes,yes,yes,no,yes,1,no,5,3,3,1,1,5,2,12,13,12,portuguese,12.333333333333334,7,higher_economic_class
498,GP,F,15,1,GT3,T,1,0,1,1,home,mother,1,2,0,yes,yes,no,no,yes,yes,1,no,4,3,5,1,1,2,16,11,10,10,portuguese,10.333333333333334,6,higher_economic_class
499,GP,M,15,1,GT3,A,1,1,1,1,course,mother,1,2,0,no,yes,no,yes,yes,yes,1,no,5,4,4,1,1,1,0,16,16,16,portuguese,16.0,7,higher_economic_class
500,GP,F,15,1,GT3,A,1,1,1,1,reputation,father,1,4,0,yes,no,no,no,yes,yes,0,no,4,3,3,1,1,4,10,10,10,10,portuguese,10.0,6,higher_economic_class
501,GP,F,15,1,GT3,T,0,0,1,1,course,mother,1,4,0,yes,yes,no,no,yes,yes,1,no,5,1,2,1,1,3,4,10,10,10,portuguese,10.0,5,higher_economic_class
502,GP,M,16,1,GT3,T,1,1,1,1,home,father,1,3,0,no,yes,no,yes,yes,yes,1,no,5,3,3,1,1,5,4,13,14,14,portuguese,13.666666666666666,7,higher_economic_class
503,GP,M,15,0,GT3,T,1,1,1,1,home,father,0,4,0,no,yes,no,yes,yes,yes,1,yes,1,3,5,3,5,1,8,12,10,11,portuguese,11.0,5,higher_economic_class
504,GP,F,16,1,LE3,T,1,1,1,1,other,mother,1,3,0,no,yes,no,yes,yes,yes,1,yes,5,4,5,1,1,4,2,15,15,14,portuguese,14.666666666666666,7,higher_economic_class
505,GP,M,15,1,LE3,A,1,1,1,1,course,mother,1,1,0,no,no,no,yes,yes,yes,1,no,5,5,3,1,1,4,4,13,14,14,portuguese,13.666666666666666,7,higher_economic_class
506,GP,F,16,0,GT3,T,1,1,1,1,reputation,father,1,3,0,yes,yes,no,yes,yes,yes,1,no,4,1,2,1,1,2,4,11,11,11,portuguese,11.0,6,higher_economic_class
507,GP,F,16,1,GT3,T,0,0,0,1,home,mother,1,2,1,yes,no,no,yes,yes,yes,1,no,3,1,2,1,1,5,12,8,10,10,portuguese,9.333333333333334,4,higher_economic_class
508,GP,M,15,1,LE3,T,1,0,1,1,course,mother,1,1,0,no,no,no,no,yes,yes,1,no,3,5,2,1,1,3,10,18,17,18,portuguese,17.666666666666668,6,higher_economic_class
509,GP,M,15,0,GT3,T,0,0,1,1,reputation,mother,1,2,0,no,no,no,yes,yes,yes,1,yes,5,4,2,1,1,5,4,10,9,10,portuguese,9.666666666666666,4,higher_economic_class
510,GP,M,16,1,GT3,T,1,1,1,1,course,father,1,2,0,no,yes,no,yes,yes,yes,1,no,5,4,4,1,2,5,6,16,14,14,portuguese,14.666666666666666,7,higher_economic_class
511,GP,M,15,1,GT3,T,1,1,1,1,reputation,father,1,2,0,no,yes,no,yes,yes,yes,0,no,4,4,3,1,1,2,4,16,15,16,portuguese,15.666666666666666,6,higher_economic_class
512,GP,M,16,1,GT3,T,1,1,1,1,home,father,1,1,0,no,no,no,yes,yes,yes,1,no,5,4,2,1,1,5,6,14,14,15,portuguese,14.333333333333334,7,higher_economic_class
513,GP,M,17,0,GT3,T,0,1,1,1,course,father,0,2,1,no,yes,no,yes,yes,yes,1,no,5,2,4,1,4,5,14,12,11,11,portuguese,11.333333333333334,4,higher_economic_class
514,GP,M,15,1,GT3,T,1,1,1,1,reputation,father,1,1,0,no,no,no,no,yes,yes,1,no,3,4,3,1,2,4,2,14,13,14,portuguese,13.666666666666666,7,higher_economic_class
515,GP,F,15,1,GT3,T,0,0,0,1,course,mother,1,2,0,no,no,no,no,no,yes,1,no,3,2,3,1,2,1,0,14,14,14,portuguese,14.0,4,higher_economic_class
516,GP,M,15,1,GT3,T,0,0,1,1,home,father,1,4,0,no,yes,no,yes,yes,yes,1,no,5,5,4,1,2,5,6,14,13,13,portuguese,13.333333333333334,5,higher_economic_class
517,GP,F,16,1,LE3,T,0,1,1,1,course,father,1,2,0,no,yes,no,yes,yes,yes,1,yes,4,2,2,1,2,5,2,14,12,13,portuguese,13.0,6,higher_economic_class
518,GP,M,16,1,GT3,T,1,1,1,1,course,mother,1,1,0,no,yes,no,yes,yes,yes,1,no,3,4,4,1,4,5,4,12,13,13,portuguese,12.666666666666666,7,higher_economic_class
519,GP,F,16,1,GT3,T,0,0,1,1,home,mother,1,2,0,no,no,no,no,yes,yes,1,yes,5,4,4,1,1,5,0,12,11,11,portuguese,11.333333333333334,5,higher_economic_class
520,GP,M,15,1,GT3,T,1,1,1,1,home,father,1,1,0,yes,no,no,no,yes,yes,1,no,5,5,5,3,2,5,2,9,9,9,portuguese,9.0,7,higher_economic_class
521,GP,F,15,1,LE3,A,1,1,1,1,home,mother,1,2,0,yes,no,no,yes,yes,yes,1,yes,5,3,2,1,1,1,0,10,11,11,portuguese,10.666666666666666,7,higher_economic_class
522,GP,F,19,1,GT3,T,0,0,0,1,course,other,1,2,2,no,yes,no,no,no,no,0,no,3,4,2,1,1,5,0,9,10,11,portuguese,10.0,3,lower_economic_class
523,GP,M,16,0,GT3,T,1,1,1,1,course,mother,1,1,0,no,no,no,yes,yes,yes,1,no,3,5,5,2,5,4,8,14,14,15,portuguese,14.333333333333334,6,higher_economic_class
524,GP,M,16,1,GT3,T,0,1,1,1,course,mother,1,3,0,no,yes,no,no,no,yes,1,yes,3,2,3,2,2,1,4,13,12,13,portuguese,12.666666666666666,6,higher_economic_class
525,GP,F,15,0,GT3,T,1,1,1,1,course,father,1,3,0,no,yes,no,no,yes,yes,1,yes,4,2,2,2,2,5,0,10,11,12,portuguese,11.0,6,higher_economic_class
526,GP,F,18,1,GT3,T,0,0,1,1,reputation,mother,1,2,3,no,yes,no,yes,yes,no,1,yes,5,4,5,1,3,5,10,10,9,8,portuguese,9.0,5,higher_economic_class
527,GP,F,17,1,LE3,A,0,0,1,1,course,mother,0,1,0,no,yes,no,no,yes,yes,1,no,3,2,2,1,2,5,8,11,10,11,portuguese,10.666666666666666,4,higher_economic_class
528,GP,F,15,1,GT3,T,0,0,0,1,course,mother,0,1,0,no,yes,no,yes,no,yes,1,yes,4,3,3,1,2,4,6,11,12,13,portuguese,12.0,3,lower_economic_class
529,GP,F,17,1,LE3,T,0,0,1,1,course,father,1,1,0,no,yes,no,no,yes,yes,1,yes,3,4,4,1,3,5,2,13,12,12,portuguese,12.333333333333334,5,higher_economic_class
530,GP,F,16,1,GT3,A,1,1,1,1,course,father,1,1,0,no,no,no,no,yes,yes,1,no,3,2,1,1,4,5,12,15,13,14,portuguese,14.0,7,higher_economic_class
531,GP,M,16,1,GT3,T,0,0,0,1,course,mother,0,1,0,no,no,no,no,yes,yes,0,no,3,2,1,1,1,2,4,9,9,11,portuguese,9.666666666666666,2,lower_economic_class
532,GP,F,16,1,GT3,A,0,0,1,1,home,mother,1,1,1,no,no,no,no,yes,yes,0,no,5,3,4,1,1,5,12,13,11,11,portuguese,11.666666666666666,4,higher_economic_class
533,GP,M,15,0,GT3,T,1,1,0,1,course,mother,0,2,0,no,yes,no,no,yes,yes,0,yes,5,3,3,1,1,5,2,12,11,11,portuguese,11.333333333333334,3,lower_economic_class
534,GP,F,15,1,GT3,T,1,1,1,0,course,mother,1,3,0,no,yes,no,yes,yes,yes,1,yes,4,3,3,1,1,5,4,13,14,15,portuguese,14.0,6,higher_economic_class
535,GP,M,17,0,GT3,T,1,1,0,1,course,mother,0,2,0,no,no,no,no,yes,yes,0,no,5,4,5,2,4,5,2,10,9,10,portuguese,9.666666666666666,3,lower_economic_class
536,GP,F,16,0,GT3,T,0,0,0,1,course,mother,0,2,0,no,yes,no,no,yes,yes,0,no,5,1,3,1,1,3,0,14,13,13,portuguese,13.333333333333334,1,lower_economic_class
537,GP,M,18,1,LE3,T,1,0,1,1,course,mother,1,1,0,no,no,no,yes,yes,yes,1,yes,3,3,4,4,5,4,2,11,11,12,portuguese,11.333333333333334,6,higher_economic_class
538,GP,F,18,1,GT3,A,1,0,1,1,course,other,1,3,0,no,yes,no,yes,no,yes,1,yes,4,3,3,5,1,5,10,12,11,11,portuguese,11.333333333333334,6,higher_economic_class
539,GP,F,16,0,GT3,T,0,0,1,1,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,0,yes,3,3,3,1,2,1,8,12,11,11,portuguese,11.333333333333334,3,lower_economic_class
540,GP,F,16,1,GT3,A,1,1,1,1,course,other,1,1,0,no,yes,no,yes,no,yes,1,yes,4,3,2,1,1,5,4,9,9,10,portuguese,9.333333333333334,7,higher_economic_class
541,GP,M,16,1,LE3,T,0,0,1,1,course,mother,1,2,2,no,no,no,no,yes,yes,0,yes,4,4,4,1,3,5,0,10,10,10,portuguese,10.0,4,higher_economic_class
542,GP,F,15,1,GT3,T,1,1,1,1,course,mother,1,1,0,no,no,no,yes,yes,yes,1,no,4,3,2,1,1,5,6,13,14,14,portuguese,13.666666666666666,7,higher_economic_class
543,GP,F,15,0,GT3,T,0,0,1,1,course,mother,0,1,1,no,no,no,yes,yes,yes,1,yes,5,5,5,1,1,1,2,8,9,9,portuguese,8.666666666666666,3,lower_economic_class
544,GP,M,15,1,GT3,T,1,1,1,1,course,father,1,4,0,yes,yes,no,no,yes,yes,1,no,2,2,2,1,1,3,6,9,11,11,portuguese,10.333333333333334,7,higher_economic_class
545,GP,F,15,1,GT3,A,1,1,1,1,home,mother,1,2,0,no,no,no,no,no,yes,0,yes,1,3,2,2,3,1,24,9,8,9,portuguese,8.666666666666666,6,higher_economic_class
546,GP,M,16,1,GT3,T,1,1,1,1,course,mother,1,3,0,no,yes,no,yes,yes,yes,1,no,5,3,3,1,3,5,0,15,13,13,portuguese,13.666666666666666,7,higher_economic_class
547,GP,M,16,1,LE3,T,0,0,1,1,reputation,father,1,1,0,no,yes,no,yes,yes,yes,1,no,2,3,3,2,2,2,4,12,11,11,portuguese,11.333333333333334,5,higher_economic_class
548,GP,F,15,1,GT3,T,1,1,1,1,course,mother,1,3,0,no,yes,no,yes,yes,yes,1,no,4,2,2,1,1,5,2,13,13,13,portuguese,13.0,7,higher_economic_class
549,GP,F,16,1,LE3,T,0,0,0,0,course,mother,1,1,0,no,no,no,no,yes,yes,1,no,3,4,4,3,3,1,4,10,11,11,portuguese,10.666666666666666,3,lower_economic_class
550,GP,M,17,1,GT3,T,0,0,1,1,home,mother,1,1,0,no,yes,no,no,yes,yes,1,no,5,4,5,1,2,5,22,9,7,6,portuguese,7.333333333333333,5,higher_economic_class
551,GP,F,15,1,GT3,T,0,0,1,1,course,father,1,2,0,no,yes,no,no,yes,yes,1,no,4,4,2,1,2,5,0,12,12,12,portuguese,12.0,5,higher_economic_class
552,GP,F,15,1,LE3,A,0,0,0,1,home,mother,1,1,0,no,yes,no,yes,yes,no,1,yes,4,4,2,1,1,5,0,11,10,10,portuguese,10.333333333333334,4,higher_economic_class
553,GP,F,15,1,GT3,T,1,0,1,1,home,father,1,2,1,no,yes,no,no,yes,yes,1,no,3,3,2,1,1,3,2,11,11,11,portuguese,11.0,6,higher_economic_class
554,GP,F,15,1,GT3,T,0,0,0,1,course,mother,1,2,0,no,yes,no,no,no,yes,1,no,4,3,2,1,1,5,6,13,12,13,portuguese,12.666666666666666,4,higher_economic_class
555,GP,F,15,1,GT3,T,0,0,0,1,course,father,1,2,0,no,no,no,no,no,yes,0,yes,2,3,4,2,4,1,6,11,11,11,portuguese,11.0,3,lower_economic_class
556,GP,M,16,1,GT3,T,1,1,1,1,course,mother,1,1,0,no,yes,no,no,yes,no,1,yes,3,3,2,2,1,5,16,9,9,8,portuguese,8.666666666666666,7,higher_economic_class
557,GP,M,15,1,LE3,A,0,0,1,1,course,mother,0,1,0,no,no,no,no,yes,yes,1,no,4,5,5,2,5,5,0,12,11,11,portuguese,11.333333333333334,4,higher_economic_class
558,GP,M,18,1,LE3,T,0,0,1,1,course,mother,1,1,2,no,no,no,no,yes,no,1,yes,2,3,5,2,5,4,0,11,9,0,portuguese,6.666666666666667,5,higher_economic_class
559,GP,M,16,1,LE3,T,0,0,0,1,course,mother,1,1,1,no,no,no,yes,yes,yes,0,yes,4,4,4,3,5,5,6,9,10,10,portuguese,9.666666666666666,3,lower_economic_class
560,GP,F,15,0,GT3,T,1,1,1,1,reputation,other,1,3,0,no,yes,yes,yes,yes,yes,1,yes,4,2,1,2,3,3,2,13,13,13,portuguese,13.0,6,higher_economic_class
561,GP,M,19,1,GT3,T,1,0,1,0,home,mother,1,1,0,no,yes,no,no,yes,no,1,yes,4,5,4,1,1,4,6,11,9,11,portuguese,10.333333333333334,5,higher_economic_class
562,GP,F,17,1,GT3,T,1,1,1,1,course,mother,1,1,0,yes,yes,no,no,yes,yes,0,yes,4,2,1,1,1,4,0,13,13,13,portuguese,13.0,6,higher_economic_class
563,GP,M,15,0,GT3,T,0,1,0,1,course,mother,1,2,0,yes,no,yes,yes,yes,yes,0,no,4,4,4,1,1,1,0,7,8,8,portuguese,7.666666666666667,3,lower_economic_class
564,GP,M,17,0,LE3,T,0,0,1,1,reputation,mother,1,1,3,no,no,no,no,yes,yes,0,no,2,2,2,3,3,5,14,9,8,10,portuguese,9.0,3,lower_economic_class
565,GP,F,18,0,GT3,T,0,0,0,1,course,mother,0,1,3,no,yes,no,yes,no,yes,0,no,5,2,5,1,5,4,6,11,10,11,portuguese,10.666666666666666,1,lower_economic_class
566,GP,M,16,0,GT3,T,0,0,0,1,course,mother,0,1,0,no,no,no,no,no,yes,0,no,4,2,2,1,2,3,4,12,10,11,portuguese,11.0,1,lower_economic_class
567,GP,M,16,1,GT3,T,1,1,1,1,course,father,1,2,1,no,yes,no,no,yes,yes,1,yes,4,5,5,4,4,5,0,10,10,1,portuguese,7.0,7,higher_economic_class
568,GP,M,16,1,LE3,T,0,0,1,1,course,mother,1,1,2,no,no,no,no,no,yes,1,no,4,4,5,3,5,5,0,9,8,10,portuguese,9.0,5,higher_economic_class
569,GP,M,17,0,LE3,T,0,0,0,1,course,mother,1,1,1,no,no,yes,yes,yes,no,1,yes,3,3,2,2,2,5,8,8,8,9,portuguese,8.333333333333334,3,lower_economic_class
570,GP,M,17,0,GT3,T,1,0,1,1,course,mother,1,2,2,yes,yes,no,no,yes,yes,1,yes,4,4,4,1,4,3,4,7,6,8,portuguese,7.0,5,higher_economic_class
571,GP,M,15,1,LE3,T,0,0,1,1,course,mother,1,1,0,no,no,no,yes,yes,yes,0,no,4,4,4,2,4,5,2,8,9,10,portuguese,9.0,4,higher_economic_class
572,GP,M,16,1,GT3,T,0,1,0,1,course,father,1,1,1,no,no,no,no,yes,no,1,no,5,3,3,1,4,2,2,9,8,8,portuguese,8.333333333333334,5,higher_economic_class
573,GP,M,17,0,LE3,T,0,0,1,1,course,mother,0,2,0,no,no,no,yes,yes,no,0,yes,5,3,5,1,5,5,0,8,8,8,portuguese,8.0,2,lower_economic_class
574,GP,M,17,1,GT3,T,1,0,1,1,course,mother,1,1,3,no,yes,no,yes,no,no,0,no,4,5,2,1,1,2,10,8,7,8,portuguese,7.666666666666667,5,higher_economic_class
575,GP,M,16,1,GT3,T,0,0,1,1,course,father,1,2,0,no,no,no,no,yes,no,1,no,4,3,5,2,4,4,0,9,10,11,portuguese,10.0,5,higher_economic_class
576,GP,F,16,1,GT3,T,1,0,1,1,home,father,1,2,0,no,no,no,no,yes,yes,1,yes,4,2,3,1,1,3,0,17,17,18,portuguese,17.333333333333332,6,higher_economic_class
